Date,State,TotalSamples,Negative,Positive
22-05-2021,Chhattisgarh,8575166,,
23-05-2021,Chhattisgarh,8625888,,
24-05-2021,Chhattisgarh,8700472,,
25-05-2021,Chhattisgarh,8772503,,
26-05-2021,Chhattisgarh,8832674,,
27-05-2021,Chhattisgarh,8897798,,
28-05-2021,Chhattisgarh,8961200,,
29-05-2021,Chhattisgarh,9023558,,
30-05-2021,Chhattisgarh,9066798,,
31-05-2021,Chhattisgarh,9125243,,
01-06-2021,Chhattisgarh,9185232,,
02-06-2021,Chhattisgarh,9240407,,
03-06-2021,Chhattisgarh,9294551,,
04-06-2021,Chhattisgarh,9343365,,
05-06-2021,Chhattisgarh,9396168,,
06-06-2021,Chhattisgarh,9433726,,
07-06-2021,Chhattisgarh,9483235,,
09-04-2020,Dadra and Nagar Haveli and Daman and Diu,80,80,0
10-04-2020,Dadra and Nagar Haveli and Daman and Diu,130,130,0
11-04-2020,Dadra and Nagar Haveli and Daman and Diu,211,211,0
15-04-2020,Dadra and Nagar Haveli and Daman and Diu,356,356,0
16-04-2020,Dadra and Nagar Haveli and Daman and Diu,382,382,0
21-04-2020,Dadra and Nagar Haveli and Daman and Diu,474,474,0
22-04-2020,Dadra and Nagar Haveli and Daman and Diu,674,674,0
23-04-2020,Dadra and Nagar Haveli and Daman and Diu,913,913,0
25-04-2020,Dadra and Nagar Haveli and Daman and Diu,1386,1386,0
26-04-2020,Dadra and Nagar Haveli and Daman and Diu,1901,1901,0
27-04-2020,Dadra and Nagar Haveli and Daman and Diu,2379,2379,0
29-04-2020,Dadra and Nagar Haveli and Daman and Diu,2921,2921,0
30-04-2020,Dadra and Nagar Haveli and Daman and Diu,3464,3464,0
01-05-2020,Dadra and Nagar Haveli and Daman and Diu,4003,4003,0
03-05-2020,Dadra and Nagar Haveli and Daman and Diu,4328,4328,0
04-05-2020,Dadra and Nagar Haveli and Daman and Diu,4434,4434,0
05-05-2020,Dadra and Nagar Haveli and Daman and Diu,4781,4780,1
06-05-2020,Dadra and Nagar Haveli and Daman and Diu,4967,4966,1
07-05-2020,Dadra and Nagar Haveli and Daman and Diu,5272,5271,1
08-05-2020,Dadra and Nagar Haveli and Daman and Diu,5430,5429,1
10-05-2020,Dadra and Nagar Haveli and Daman and Diu,5581,5580,1
11-05-2020,Dadra and Nagar Haveli and Daman and Diu,5763,5762,1
12-05-2020,Dadra and Nagar Haveli and Daman and Diu,5977,5976,1
13-05-2020,Dadra and Nagar Haveli and Daman and Diu,6294,6293,1
14-05-2020,Dadra and Nagar Haveli and Daman and Diu,6554,6553,1
15-05-2020,Dadra and Nagar Haveli and Daman and Diu,6916,6915,1
17-05-2020,Dadra and Nagar Haveli and Daman and Diu,7157,7156,1
18-05-2020,Dadra and Nagar Haveli and Daman and Diu,7571,7570,1
19-05-2020,Dadra and Nagar Haveli and Daman and Diu,7829,7828,1
20-05-2020,Dadra and Nagar Haveli and Daman and Diu,8137,8136,1
21-05-2020,Dadra and Nagar Haveli and Daman and Diu,8456,8455,1
22-05-2020,Dadra and Nagar Haveli and Daman and Diu,8979,8978,1
23-05-2020,Dadra and Nagar Haveli and Daman and Diu,9298,9296,2
24-05-2020,Dadra and Nagar Haveli and Daman and Diu,9678,9676,2
25-05-2020,Dadra and Nagar Haveli and Daman and Diu,10085,10083,2
26-05-2020,Dadra and Nagar Haveli and Daman and Diu,10388,10386,2
27-05-2020,Dadra and Nagar Haveli and Daman and Diu,10872,10870,2
28-05-2020,Dadra and Nagar Haveli and Daman and Diu,11177,11175,2
29-05-2020,Dadra and Nagar Haveli and Daman and Diu,11477,11475,2
01-06-2020,Dadra and Nagar Haveli and Daman and Diu,11693,11690,3
03-06-2020,Dadra and Nagar Haveli and Daman and Diu,12064,12052,12
04-06-2020,Dadra and Nagar Haveli and Daman and Diu,12375,12361,14
05-06-2020,Dadra and Nagar Haveli and Daman and Diu,13667,13653,14
06-06-2020,Dadra and Nagar Haveli and Daman and Diu,14780,14761,19
07-06-2020,Dadra and Nagar Haveli and Daman and Diu,15546,14926,20
08-06-2020,Dadra and Nagar Haveli and Daman and Diu,16277,15655,22
10-06-2020,Dadra and Nagar Haveli and Daman and Diu,17179,16552,27
13-06-2020,Dadra and Nagar Haveli and Daman and Diu,17649,17021,28
14-06-2020,Dadra and Nagar Haveli and Daman and Diu,18445,17813,31
15-06-2020,Dadra and Nagar Haveli and Daman and Diu,23835,23072,38
16-06-2020,Dadra and Nagar Haveli and Daman and Diu,24492,23695,51
17-06-2020,Dadra and Nagar Haveli and Daman and Diu,25575,24650,58
18-06-2020,Dadra and Nagar Haveli and Daman and Diu,26752,25461,69
20-06-2020,Dadra and Nagar Haveli and Daman and Diu,27617,26901,93
21-06-2020,Dadra and Nagar Haveli and Daman and Diu,27839,27241,97
22-06-2020,Dadra and Nagar Haveli and Daman and Diu,28364,27572,112
23-06-2020,Dadra and Nagar Haveli and Daman and Diu,29072,28096,121
24-06-2020,Dadra and Nagar Haveli and Daman and Diu,29403,28697,134
25-06-2020,Dadra and Nagar Haveli and Daman and Diu,30188,29015,154
26-06-2020,Dadra and Nagar Haveli and Daman and Diu,30602,29864,169
27-06-2020,Dadra and Nagar Haveli and Daman and Diu,31015,30316,184
28-06-2020,Dadra and Nagar Haveli and Daman and Diu,31321,30781,188
29-06-2020,Dadra and Nagar Haveli and Daman and Diu,31602,30977,203
30-06-2020,Dadra and Nagar Haveli and Daman and Diu,32031,31396,213
01-07-2020,Dadra and Nagar Haveli and Daman and Diu,32435,31783,229
02-07-2020,Dadra and Nagar Haveli and Daman and Diu,32834,32157,254
03-07-2020,Dadra and Nagar Haveli and Daman and Diu,33618,32899,304
04-07-2020,Dadra and Nagar Haveli and Daman and Diu,33995,33156,333
05-07-2020,Dadra and Nagar Haveli and Daman and Diu,34179,33341,371
06-07-2020,Dadra and Nagar Haveli and Daman and Diu,34444,33441,398
07-07-2020,Dadra and Nagar Haveli and Daman and Diu,34761,33926,423
08-07-2020,Dadra and Nagar Haveli and Daman and Diu,35234,34176,440
09-07-2020,Dadra and Nagar Haveli and Daman and Diu,35391,34585,454
10-07-2020,Dadra and Nagar Haveli and Daman and Diu,35829,34827,468
11-07-2020,Dadra and Nagar Haveli and Daman and Diu,36166,35279,480
12-07-2020,Dadra and Nagar Haveli and Daman and Diu,36310,35611,495
13-07-2020,Dadra and Nagar Haveli and Daman and Diu,36621,35696,520
14-07-2020,Dadra and Nagar Haveli and Daman and Diu,36905,35963,536
15-07-2020,Dadra and Nagar Haveli and Daman and Diu,37392,36195,552
16-07-2020,Dadra and Nagar Haveli and Daman and Diu,37880,36548,570
17-07-2020,Dadra and Nagar Haveli and Daman and Diu,38176,36898,601
18-07-2020,Dadra and Nagar Haveli and Daman and Diu,38313,37291,646
19-07-2020,Dadra and Nagar Haveli and Daman and Diu,38640,37520,684
20-07-2020,Dadra and Nagar Haveli and Daman and Diu,38880,37789,705
21-07-2020,Dadra and Nagar Haveli and Daman and Diu,39199,38022,733
24-07-2020,Dadra and Nagar Haveli and Daman and Diu,40425,39019,854
25-07-2020,Dadra and Nagar Haveli and Daman and Diu,40881,39431,890
26-07-2020,Dadra and Nagar Haveli and Daman and Diu,41143,39815,940
28-07-2020,Dadra and Nagar Haveli and Daman and Diu,41588,40258,1020
29-07-2020,Dadra and Nagar Haveli and Daman and Diu,41895,40411,1058
30-07-2020,Dadra and Nagar Haveli and Daman and Diu,42148,40564,1093
31-07-2020,Dadra and Nagar Haveli and Daman and Diu,42403,40775,1136
01-08-2020,Dadra and Nagar Haveli and Daman and Diu,42635,40916,1181
02-08-2020,Dadra and Nagar Haveli and Daman and Diu,42718,41132,1232
03-08-2020,Dadra and Nagar Haveli and Daman and Diu,42926,41402,1265
04-08-2020,Dadra and Nagar Haveli and Daman and Diu,43191,41514,1304
05-08-2020,Dadra and Nagar Haveli and Daman and Diu,43478,41781,1368
06-08-2020,Dadra and Nagar Haveli and Daman and Diu,43899,42059,1412
07-08-2020,Dadra and Nagar Haveli and Daman and Diu,44456,42608,1456
08-08-2020,Dadra and Nagar Haveli and Daman and Diu,44777,42805,1505
09-08-2020,Dadra and Nagar Haveli and Daman and Diu,45253,43165,
10-08-2020,Dadra and Nagar Haveli and Daman and Diu,45724,43579,
11-08-2020,Dadra and Nagar Haveli and Daman and Diu,46149,43919,
12-08-2020,Dadra and Nagar Haveli and Daman and Diu,46516,44328,
13-08-2020,Dadra and Nagar Haveli and Daman and Diu,46937,44712,
14-08-2020,Dadra and Nagar Haveli and Daman and Diu,47272,45021,1797
15-08-2020,Dadra and Nagar Haveli and Daman and Diu,47643,45335,1843
16-08-2020,Dadra and Nagar Haveli and Daman and Diu,48212,45676,1878
17-08-2020,Dadra and Nagar Haveli and Daman and Diu,48710,46224,1908
18-08-2020,Dadra and Nagar Haveli and Daman and Diu,49290,46665,1951
19-08-2020,Dadra and Nagar Haveli and Daman and Diu,49879,47184,1995
20-08-2020,Dadra and Nagar Haveli and Daman and Diu,50293,47703,2030
21-08-2020,Dadra and Nagar Haveli and Daman and Diu,50923,48105,2082
22-08-2020,Dadra and Nagar Haveli and Daman and Diu,51285,48524,2120
23-08-2020,Dadra and Nagar Haveli and Daman and Diu,51580,48995,2161
24-08-2020,Dadra and Nagar Haveli and Daman and Diu,51843,49322,2181
25-08-2020,Dadra and Nagar Haveli and Daman and Diu,52160,49538,2203
26-08-2020,Dadra and Nagar Haveli and Daman and Diu,52524,49806,2228
27-08-2020,Dadra and Nagar Haveli and Daman and Diu,52859,50236,2266
28-08-2020,Dadra and Nagar Haveli and Daman and Diu,53227,50539,2290
29-08-2020,Dadra and Nagar Haveli and Daman and Diu,53527,50809,2306
30-08-2020,Dadra and Nagar Haveli and Daman and Diu,53769,51141,2340
31-08-2020,Dadra and Nagar Haveli and Daman and Diu,54194,48426,
01-09-2020,Dadra and Nagar Haveli and Daman and Diu,54566,51761,
02-09-2020,Dadra and Nagar Haveli and Daman and Diu,54964,52110,
03-09-2020,Dadra and Nagar Haveli and Daman and Diu,55345,52449,
